ticker,company_name,ceo_name,ceo_title,tenure_duration,start_date,education,num_past_roles,num_highlights,linkedin_url,source,fetch_timestamp
MWA,"Mueller Water Products, Inc.",Ms. Marietta Edmunds Zakas J.D.,CEO & Director,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T00:54:34.254833
VERX,"Vertex, Inc.",Mr. David  DeStefano,"CEO, President & Chairman of the Board",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T00:54:41.896811
VRRM,VERRA MOBILITY Corp,Mr. David Martin Roberts,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T00:54:49.631248
PL,Planet Labs PBC,Dr. William Spencer Marshall,"Co-Founder, CEO & Chairman of the Board",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T00:54:57.367552
TCBI,TEXAS CAPITAL BANCSHARES INC/TX,Mr. Robert C. Holmes,"Chairman, President & CEO",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T00:55:04.957564
IRT,"INDEPENDENCE REALTY TRUST, INC.",Mr. Scott F. Schaeffer,CEO & Chairman,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T00:55:12.801661
AVAL,Grupo Aval Acciones Y Valores S.A.,Not found,Not found,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T00:55:20.466034
HNGE,"Hinge Health, Inc.",Mr. Daniel A. Perez,"Co-Founder, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T00:55:25.646100
SIG,SIGNET JEWELERS LTD,Mr. James Kevin Symancyk,CEO & Director,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T00:55:33.354139
PAY,"Paymentus Holdings, Inc.",Mr. Dushyant  Sharma,"Chairman, President & CEO",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T00:55:40.939637
ENLT,Enlight Renewable Energy Ltd.,Not found,Not found,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T00:55:48.609423
PLXS,PLEXUS CORP,Mr. Todd P. Kelsey,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T00:55:53.787897
UGP,ULTRAPAR HOLDINGS INC,Mr. Rodrigo  de Almeida Pizzinatto,CEO & Member of Executive Board,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T00:56:01.410080
ALE,ALLETE INC,Ms. Bethany M. Owen,"Chair, CEO & President",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T00:56:09.000211
TFSL,TFS Financial CORP,Mr. Marc A. Stefanski,"Chairman, President & CEO",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T00:56:16.746117
MLCO,Melco Resorts & Entertainment LTD,Mr. Yau Lung  Ho,"Founder, Chairman & CEO",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T00:56:24.556838
HASI,"HA Sustainable Infrastructure Capital, Inc.",Mr. Jeffrey A. Lipson,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T00:56:32.327909
MHO,"M/I HOMES, INC.",Mr. Robert H. Schottenstein J.D.,"Chairman, President & CEO",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T00:56:40.039407
CNO,"CNO Financial Group, Inc.",Mr. Gary Chandru Bhojwani,CEO & Director,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T00:56:47.642451
HGV,Hilton Grand Vacations Inc.,Mr. Mark D. Wang,CEO & Director,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T00:56:55.310064
AKRO,"Akero Therapeutics, Inc.","Dr. Andrew  Cheng M.D., Ph.D.","President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T00:57:02.965603
TMDX,"TransMedics Group, Inc.",Dr. Waleed H. Hassanein M.D.,"Founder, President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T00:57:10.689279
MENS,Jyong Biotech Ltd.,Ms. Fu-Feng  Kuo,CEO & Chairwoman of the Board,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T00:57:18.299904
VEON,VEON Ltd.,Mr. Muhterem Kaan Terzioglu,Group CEO & Director,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T00:57:26.037745
SKT,TANGER INC.,Mr. Stephen J. Yalof,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T00:57:33.810897
HRI,HERC HOLDINGS INC,Mr. Lawrence H. Silber,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T00:57:41.378167
AAP,ADVANCE AUTO PARTS INC,Mr. Shane M. O'Kelly,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T00:57:49.140160
PSMT,PRICESMART INC,Mr. David N. Price,CEO & Director,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T00:57:56.847728
ZLAB,Zai Lab Ltd,Dr. Ying  Du Ph.D.,"Founder, Chairperson & CEO",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T00:58:04.634647
WULF,TERAWULF INC.,Mr. Paul B. Prager,"Co-Founder, Chairman & CEO",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T00:58:12.414317
AGX,ARGAN INC,Mr. David Hibbert Watson CPA,"CEO, President & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T00:58:20.264130
DNP,DNP SELECT INCOME FUND INC,Mr. David Dean Grumhaus Jr.,President & CEO,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T00:58:27.906738
NHI,NATIONAL HEALTH INVESTORS INC,Mr. D. Eric Mendelsohn,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T00:58:35.498703
CXT,"Crane NXT, Co.",Mr. Aaron W. Saak,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T00:58:43.205928
CARG,"CarGurus, Inc.",Mr. Jason M. Trevisan,"CEO, CFO, Principal Accounting Officer & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T00:58:51.108871
ATMU,Atmus Filtration Technologies Inc.,Ms. Stephanie Juanita Disher,"CEO, President & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T00:58:58.732165
CWK,Cushman & Wakefield plc,Ms. Michelle Marie MacKay,Global CEO & Director,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T00:59:06.571239
RH,RH,Mr. Gary G. Friedman,Chairman & CEO,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T00:59:14.325014
CVI,CVR ENERGY INC,Mr. David L. Lamp,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T00:59:22.029273
BTDR,Bitdeer Technologies Group,Mr. Jihan  Wu,"Founder, Chairman & CEO",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T00:59:30.002138
GTM,ZoomInfo Technologies Inc.,Mr. Henry L. Schuck J.D.,"Founder, Chairman of the Board & CEO",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T00:59:37.761345
TENB,"Tenable Holdings, Inc.",Mr. Stephen A. Vintz CPA,Co-CEO & Director,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T00:59:45.568910
HWKN,HAWKINS INC,Mr. Patrick H. Hawkins,"CEO, President & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T00:59:53.236006
WGS,GeneDx Holdings Corp.,Ms. Katherine A. Stueland,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:00:00.772047
TEO,TELECOM ARGENTINA SA,Mr. Roberto  Daniel Nóbile CPA,Chief Executive Officer,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:00:08.377298
HUT,Hut 8 Corp.,Mr. Asher Kevin Genoot,"Co-Founder, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:00:16.137713
KFY,KORN FERRY,Mr. Gary D. Burnison,"President, CEO & Executive Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:00:23.761231
GNW,GENWORTH FINANCIAL INC,Mr. Thomas Joseph McInerney,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:00:31.396759
MIRM,"Mirum Pharmaceuticals, Inc.",Mr. Christopher  Peetz,CEO & Director,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:00:39.036057
POWL,POWELL INDUSTRIES INC,Mr. Brett A. Cope,"Chairman of the Board, President & CEO",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:00:46.692111
GBDC,"GOLUB CAPITAL BDC, Inc.",Mr. David B. Golub Ph.D.,CEO & Director,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:00:54.416307
MDU,MDU RESOURCES GROUP INC,Ms. Nicole A. Kivisto,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:01:02.052541
BRC,BRADY CORP,Mr. Russell R. Shaller,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:01:09.640862
EBC,"Eastern Bankshares, Inc.",Mr. Denis K. Sheahan,CEO & Director,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:01:17.484586
FRSH,Freshworks Inc.,Mr. Dennis M. Woodside J.D.,"CEO, President & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:01:25.251619
NOVT,NOVANTA INC,Mr. Matthijs  Glastra,CEO & Chairman of the Board,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:01:32.875401
ACAD,ACADIA PHARMACEUTICALS INC,Ms. Catherine E. Owen Adams,CEO & Director,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:01:40.596737
TAC,TRANSALTA CORP,Mr. John Harry Kousinioris,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:01:48.347485
AAPG,ASCENTAGE PHARMA GROUP INTERNATIONAL,"Dr. Dajun  Yang M.D., Ph.D.","Co-Founder, Chairman & CEO",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:01:56.155987
BRZE,"Braze, Inc.",Mr. William  Magnuson,"Co-Founder, Chairman & CEO",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:02:04.003460
PBF,PBF Energy Inc.,Mr. Matthew C. Lucey,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:02:11.735600
NWE,"NorthWestern Energy Group, Inc.",Mr. Brian B. Bird,"CEO, President & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:02:19.436754
COLD,AMERICOLD REALTY TRUST,Mr. Robert Scott Chambers CPA,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:02:27.162232
USLM,UNITED STATES LIME & MINERALS INC,Mr. Timothy W. Byrne CPA,"CEO, President & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:02:34.755872
PAM,Pampa Energy Inc.,Mr. Gustavo  Mariani CFA,"CEO, Executive VP & Vice Chairman",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:02:42.378297
ITGR,Integer Holdings Corp,Mr. Joseph W. Dziedzic,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:02:50.212042
FBP,FIRST BANCORP /PR/,Mr. Aurelio  Aleman-Bermudez,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:02:57.926482
NSIT,INSIGHT ENTERPRISES INC,Ms. Joyce A. Mullen,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:03:05.530215
AMBA,AMBARELLA INC,Dr. Feng-Ming  Wang Ph.D.,"Co-Founder, President, CEO & Executive Chairman",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:03:13.203176
PTON,"PELOTON INTERACTIVE, INC.",Mr. Peter C. Stern,"CEO, President & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:03:20.909965
ORLA,Orla Mining Ltd.,Mr. Jason Douglas Simpson P.Eng.,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:03:28.695794
EEFT,"EURONET WORLDWIDE, INC.",Mr. Michael J. Brown M.Sc.,"Chairman, CEO & President",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:03:36.342876
BNL,"Broadstone Net Lease, Inc.",Mr. John D. Moragne J.D.,CEO & Director,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:03:44.021253
SEB,SEABOARD CORP /DE/,Mr. Robert L. Steer,President & CEO,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:03:51.732596
QUBT,Quantum Computing Inc.,Dr. Yuping  Huang Ph.D.,"CEO, President, Chief Quantum Officer & Chairman",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:03:59.419925
LU,Lufax Holding Ltd,Mr. Yong Suk  Cho,Executive Director & Chief Executive Officer,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:04:07.121426
KAI,KADANT INC,Mr. Jeffrey L. Powell,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:04:14.987185
GFF,GRIFFON CORP,Mr. Ronald J. Kramer,Chairman of the Board & CEO,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:04:22.670122
ETOR,eToro Group Ltd.,Mr. Jonathan Alexander Assia,"Co-Founder, Chairman of the Board & CEO",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:04:30.387763
ADMA,"ADMA BIOLOGICS, INC.",Mr. Adam S. Grossman,"Co-Founder, President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:04:38.113452
RNST,RENASANT CORP,Mr. Kevin D. Chapman,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:04:45.874431
EXPO,EXPONENT INC,"Dr. Catherine Ford Corrigan P.E., Ph.D.","President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:04:53.644530
TBBK,"Bancorp, Inc.",Mr. Damian M. Kozlowski,"CEO, President & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:05:01.420295
COTY,COTY INC.,Ms. Sue Y. Nabi,CEO & Director,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:05:09.015911
HOG,"HARLEY-DAVIDSON, INC.",Not found,Not found,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:05:16.696057
RHI,ROBERT HALF INC.,Mr. M. Keith Waddell,"Vice Chairman, President & CEO",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:05:21.884960
VAL,Valaris Ltd,Mr. Anton  Dibowitz CPA,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:05:29.449521
TNET,"TRINET GROUP, INC.",Mr. Michael Quinn Simonds,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:05:37.159946
INDB,INDEPENDENT BANK CORP,Mr. Jeffrey J. Tengel,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:05:44.798695
ALHC,"Alignment Healthcare, Inc.",Mr. John E. Kao,"Founder, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:05:52.483403
FIZZ,NATIONAL BEVERAGE CORP,Mr. Nick A. Caporella,Chairman & CEO,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:06:00.137216
NG,NOVAGOLD RESOURCES INC,Mr. Gregory A. Lang,"President, CEO & Non-Independent Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:06:07.949571
HIW,"HIGHWOODS PROPERTIES, INC.",Mr. Theodore J. Klinck,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:06:15.703399
PATK,PATRICK INDUSTRIES INC,Mr. Andy L. Nemeth,CEO & Chairman of the Board,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:06:23.383436
LNTH,"Lantheus Holdings, Inc.",Mr. Brian A. Markison,CEO & Director,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:06:30.924919
INTA,"Intapp, Inc.",Mr. John T. Hall,Chairman & CEO,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:06:38.617086
ATHM,Autohome Inc.,Mr. Chi  Liu,CEO & Chairman,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:06:46.372253
HTGC,"Hercules Capital, Inc.",Mr. Scott  Bluestein,"CEO, Chief Investment Officer, President & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:06:54.108967
RIG,Transocean Ltd.,Mr. Keelan I. Adamson,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:07:01.937532
OTTR,Otter Tail Corp,Mr. Charles S. MacFarlane,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:07:09.616802
TGNA,TEGNA INC,Mr. Michael F. Steib,"President, CEO & Executive Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:07:17.456688
COMM,"CommScope Holding Company, Inc.",Mr. Charles L. Treadway,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:07:25.023376
FULT,FULTON FINANCIAL CORP,Mr. Curtis J. Myers,CEO & Chairman,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:07:32.784492
RELY,"Remitly Global, Inc.",Mr. Matthew B. Oppenheimer,"Co-Founder, CEO, President & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:07:40.487447
ODD,Oddity Tech Ltd,Mr. Oran  Holtzman,"Co-Founder, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:07:48.170451
CNS,"COHEN & STEERS, INC.",Mr. Joseph Martin Harvey,CEO & Director,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:07:55.989234
NEA,Nuveen AMT-Free Quality Municipal Income Fund,Not found,Not found,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:08:03.811086
VSEC,VSE CORP,Mr. John A. Cuomo J.D.,"CEO, President & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:08:08.986175
ASO,"Academy Sports & Outdoors, Inc.",Mr. Steven Paul Lawrence,CEO & Director,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:08:16.663410
LGND,LIGAND PHARMACEUTICALS INC,Mr. Todd C. Davis Ph.D.,CEO & Director,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:08:24.324109
FIBK,FIRST INTERSTATE BANCSYSTEM INC,Mr. James A. Reuter,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:08:32.023957
CDP,COPT DEFENSE PROPERTIES,Mr. Stephen E. Budorick,"President, CEO & Trustee",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:08:39.720758
AHL,ASPEN INSURANCE HOLDINGS LTD,Mr. Mark Bertrand Cloutier,Executive Chairman & Group CEO,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:08:47.516346
NVST,Envista Holdings Corp,Mr. Paul A. Keel,CEO & Director,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:08:55.103773
VC,VISTEON CORP,Mr. Sachin S. Lawande,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:09:02.785405
UTG,REAVES UTILITY INCOME FUND,Not found,Not found,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:09:10.493176
PII,Polaris Inc.,Mr. Michael Todd Speetzen,CEO & Director,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:09:15.680895
TGLS,Tecnoglass Inc.,Mr. José Manuel Daes,CEO & Director,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:09:23.272519
MIAX,"MIAMI INTERNATIONAL HOLDINGS, INC.",Mr. Thomas P. Gallagher Esq.,Chairman & CEO,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:09:30.959466
IPGP,IPG PHOTONICS CORP,Dr. Mark Milton Gitin Ph.D.,CEO & Director,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:09:38.744717
SMG,SCOTTS MIRACLE-GRO CO,Mr. James S. Hagedorn,CEO & Chairman of the Board,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:09:46.674152
HCC,"WARRIOR MET COAL, INC.",Mr. Walter J. Scheller III,CEO & Director,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:09:54.609317
SBET,"SharpLink Gaming, Inc.",Mr. Robert  Phythian,"Co-Founder, Co-CEO & Board Member",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:10:02.394070
CATY,CATHAY GENERAL BANCORP,Mr. Chang Ming Liu,"CEO, President & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:10:10.110425
TEX,TEREX CORP,Mr. Simon A. Meester,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:10:17.753800
BRSL,Brightstar Lottery PLC,Mr. Vincent L. Sadusky,"President, CEO & Executive Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:10:25.385303
BL,"BLACKLINE, INC.",Not found,Not found,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:10:32.918512
UNF,UNIFIRST CORP,Mr. Steven S. Sintros CPA,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:10:38.097587
CNTA,Centessa Pharmaceuticals plc,"Dr. Saurabh  Saha M.D., Ph.D.",CEO & Director,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:10:45.727898
AZZ,AZZ INC,Mr. Thomas E. Ferguson,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:10:53.364503
BTU,PEABODY ENERGY CORP,Mr. James C. Grech,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:11:00.965449
QURE,uniQure N.V.,Mr. Matthew Craig Kapusta CPA,CEO & Executive Director,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:11:08.638822
WNS,WNS (HOLDINGS) LTD,Mr. Keshav R. Murugesh,Group CEO & Director,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:11:16.224138
NCNO,"nCino, Inc.",Mr. Sean  Desmond,"CEO, President & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:11:23.933565
KGS,"Kodiak Gas Services, Inc.",Mr. Robert M. McKee,"CEO, President & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:11:31.568164
KMPR,KEMPER Corp,Mr. Joseph Patrick Lacher Jr.,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:11:39.202068
AVPT,"AvePoint, Inc.",Dr. Tianyi  Jiang,"Co-Founder, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:11:47.018718
HAYW,"Hayward Holdings, Inc.",Mr. Kevin P. Holleran,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:11:54.606311
DOCN,"DigitalOcean Holdings, Inc.",Mr. Padmanabhan T. Srinivasan,CEO & Director,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:12:02.304954
WOR,"WORTHINGTON ENTERPRISES, INC.",Mr. Joseph B. Hayek,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:12:09.887210
IPAR,INTERPARFUMS INC,Mr. Jean  Madar,"Co-Founder, Chairman & CEO",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:12:17.677316
BXMT,"BLACKSTONE MORTGAGE TRUST, INC.",Ms. Katharine Amelia Keenan,"CEO, President & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:12:25.569596
ASAN,"Asana, Inc.",Mr. Daniel Mark Rogers,CEO & Director,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:12:33.463499
TLX,Telix Pharmaceuticals Ltd,"Dr. Christian P. Behrenbruch BEng(Hons), DPhil(Oxon), GAICD, J.D., M.B.A., MBA","Co-Founder, MD, Group CEO & Executive Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:12:41.193413
ARLP,ALLIANCE RESOURCE PARTNERS LP,"Mr. Joseph W. Craft III, J.D.","Chairman, President & CEO of Alliance Resource Management GP, LLC",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:12:48.829793
WSFS,WSFS FINANCIAL CORP,Mr. Rodger  Levenson,"Chairman, President & CEO",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:12:56.474136
MYRG,MYR GROUP INC.,Mr. Richard S. Swartz Jr.,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:13:04.285925
SRRK,Scholar Rock Holding Corp,Mr. David L. Hallal,CEO & Chairman of the Board,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:13:12.059011
GENI,Genius Sports Ltd,Mr. Mark  Locke,"Co-Founder, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-11T01:13:19.619915
